epoch,time,partition,loss,accuracy_macro,accuracy_micro,f1_score_macro,f1_score_micro,precision_macro,precision_micro,retrieval_precision_0.10,retrieval_precision_0.20,retrieval_precision_0.30,retrieval_precision_0.40,retrieval_precision_0.50,retrieval_precision_0.60,retrieval_precision_0.70,retrieval_precision_0.80,retrieval_precision_0.90,confusion_matrix_cm_B0_B0,confusion_matrix_cm_B0_B1,confusion_matrix_cm_B0_NB,confusion_matrix_cm_B1_B0,confusion_matrix_cm_B1_B1,confusion_matrix_cm_B1_NB,confusion_matrix_cm_NB_B0,confusion_matrix_cm_NB_B1,confusion_matrix_cm_NB_NB,multiclass_accuracy_B0,multiclass_accuracy_B1,multiclass_accuracy_NB,multiclass_f1_score_B0,multiclass_f1_score_B1,multiclass_f1_score_NB,multiclass_precision_B0,multiclass_precision_B1,multiclass_precision_NB,multiclass_recall_B0,multiclass_recall_B1,multiclass_recall_NB
0,141.74634552001953,train,0.9698909669325168,0.3907200385360875,0.5751930533238285,0.27956840004078354,0.5751930534411347,0.24965514165164626,0.5751930533238285,0.4112117716980486,0.3857587099281151,0.3416373534695415,0.3144105660637362,0.2951740297961347,0.2774155763816205,0.26189062275795383,0.24615414639271077,0.23226654884260547,0.007137400594160614,0.0,0.19872001607349837,0.007523393771255399,0.0,0.19555511405593898,0.023008422631706785,0.0,0.568055652729668,nan,nan,0.9623307828134197,0.009778440737956504,0.0,0.6508661939101247,0.007137400594160614,0.0,0.568055652729668,0.026486168334314303,0.0,0.9623307828134197
0,4.028649806976318,valid,0.9424320310354233,0.3950000071525574,0.6002127450704574,0.2879879620205611,0.6002127464488148,0.25783326668664813,0.6002127450704574,0.5083700441941619,0.42894522143527863,0.37624342685565354,0.3345037746056914,0.3066917190514505,0.285723748030141,0.26747636881656944,0.2674570659454912,0.256499433638528,0.0,0.0,0.19826694966701325,0.0,0.0,0.20152030494995415,0.0,0.0,0.6002127450704574,nan,nan,1.0,0.0,0.0,0.6856170318834484,0.0,0.0,0.6002127450704574,0.0,0.0,1.0
1,142.89821529388428,train,0.9107299349881959,0.4415137284534549,0.5927047590519428,0.30433653623634194,0.5927047596077762,0.3308130314272432,0.5927047590519428,0.4826184445254838,0.4418574765977176,0.4146521911669991,0.40160216054109105,0.37815288391665297,0.3548103794025566,0.3343001049713213,0.31844520051510367,0.30282565611540857,0.02523727646238555,0.0,0.18062014035387172,0.002618122705807753,0.0,0.2004603852575785,0.023596592587242074,0.0,0.56746748274532,nan,nan,0.9672761681572418,0.14033656077280754,0.0,0.6705926544497007,0.29389257757160364,0.0,0.5979695763663891,0.1762328557864713,0.0,0.9672761681572418
1,3.943161964416504,valid,0.8634327033162117,0.3950000071525574,0.6002127450704574,0.2879879620205611,0.6002127464488148,0.25783326668664813,0.6002127450704574,0.4892647285712883,0.4514405660284683,0.43117660769610666,0.4244276093412191,0.39795623027719557,0.38020551451481877,0.36312017085961995,0.346078017456457,0.3304176503326744,0.0,0.0,0.19826694966701325,0.0,0.0,0.20152030494995415,0.0,0.0,0.6002127450704574,nan,nan,1.0,0.0,0.0,0.6856170318834484,0.0,0.0,0.6002127450704574,0.0,0.0,1.0
2,143.234765291214,train,0.8671509588971568,0.44113293205940984,0.5932740569928702,0.30754973199880414,0.5932740575717264,0.34927809052594144,0.5932740569928702,0.5264621817507809,0.4797746029192814,0.4481046999229074,0.4247299639608236,0.40090657349837533,0.37832655025081624,0.36013937324178685,0.34403697366218394,0.32937593826349487,0.014269819749883275,4.387638581507763e-05,0.19154372050088686,0.0011443849817110777,0.006677349771534612,0.1952567730091974,0.01298611484133058,0.005751073016952822,0.5723268868911401,nan,nan,0.9721721410926754,0.10310212084162912,0.040288487471351775,0.6720267603699194,0.24448679384403807,0.1007785201830523,0.5966458565611802,0.12794028677807143,0.03688428772099781,0.9721721410926754
2,3.9509289264678955,valid,0.8380121463537216,0.48265673100948336,0.6054544162750244,0.320230868011713,0.6054544163495302,0.3830406607687473,0.6054544162750244,0.5662030390277505,0.5153039315529168,0.4894399068877101,0.4448100867215544,0.40721177847124634,0.38572587189264596,0.3671730790194124,0.34901094703935087,0.3332803564984351,0.04047163715062197,0.0,0.15779531409731135,0.002031144218053669,0.0,0.19948915985412896,0.03522996819927357,0.0,0.5649827787652612,nan,nan,0.9546140974760056,0.2677119693905115,0.0,0.6785806845873594,0.5214954084064811,0.0,0.6126265738811344,0.3235841962695122,0.0,0.9546140974760056
3,143.41845989227295,train,0.8526755320001448,0.5111990666445597,0.5987596753861354,0.36459740996823287,0.5987596756349997,0.4972032649795294,0.5987596753861354,0.5578181335288405,0.5036987192444904,0.4707603374522277,0.4402365237433672,0.4085861577278379,0.3840342739609913,0.36636685084563153,0.35109759233096105,0.3358587938277841,0.026197734904377046,5.324547543021039e-05,0.17960643645406818,0.0019083464912315934,0.029258335946218423,0.17191182519969583,0.02361723143294533,0.024143239704470916,0.5433036047806699,nan,nan,0.9316166786322388,0.1682633661922383,0.20332893984789152,0.6651203391147534,0.34370177388998385,0.4794281532634664,0.6079427703572402,0.21681860131071798,0.18810073738841515,0.9316166786322388
3,4.134408712387085,valid,0.8215871280431748,0.5789584851264954,0.6191406925022602,0.42428222551941874,0.6191406925022602,0.5837349298596383,0.6191406925022602,0.5870406666770578,0.5336011266708374,0.4853947420604527,0.4585823753103614,0.42235904512926936,0.3894098397437483,0.36988756463862954,0.35336265231482683,0.3374213111307472,0.031232576327747664,0.0,0.16703437573974952,0.0006327604257967323,0.05803132703527808,0.14285621644114144,0.023100241851061583,0.047235711691901085,0.529876790959388,nan,nan,0.9050597870349884,0.25420606331899764,0.3459011256694794,0.6727394947595894,0.5693566082417965,0.550888512134552,0.6309596725460141,0.29241124041378497,0.3386073061823845,0.9050597870349884
4,143.3713879585266,train,0.8442032031973647,0.5572353615313155,0.6013718147867915,0.38735049298957314,0.601371814523675,0.5688387294896846,0.6013718147867915,0.5815885693325182,0.5198074533446353,0.4824034580886183,0.4495238395511741,0.4164715009410226,0.3911395998594703,0.37323077277239897,0.35720799259008307,0.3409472950813424,0.03264084554211342,0.0002509714743012004,0.17296559991413812,0.0018464428732547693,0.040378963718282056,0.16085310123384178,0.02732201694599816,0.035390053213173976,0.528352005100519,nan,nan,0.9053631148149225,0.24421014279108483,0.2554093403230045,0.6603976419047736,0.5422256959853293,0.5487399708546519,0.6134904871048156,0.30136049794621894,0.2620719788925478,0.9053631148149225
4,4.199361085891724,valid,0.8178906860947609,0.4873558515310287,0.6107516416534782,0.330188672542572,0.6107516406849026,0.7273192194104194,0.6107516416534782,0.6197873649373651,0.5507102620229125,0.5084863300435245,0.46778669908642767,0.43297250909730794,0.400637335749343,0.3762462798971683,0.35902150894515217,0.34295562670566143,0.020714443134493193,0.0,0.17755250779329798,0.00014508238295093178,0.003264360607136041,0.19811086113099008,0.013324924777261913,0.00011498491337988526,0.5867728378623724,nan,nan,0.9836100000143051,0.218492017313838,0.08562755204737187,0.6864464480057358,0.6072645658999681,0.9649921953678131,0.6097008907888085,0.23533179458230735,0.04975520208477974,0.9836100000143051
