epoch,time,partition,loss,accuracy_macro,accuracy_micro,f1_score_macro,f1_score_micro,precision_macro,precision_micro,retrieval_precision_0.10,retrieval_precision_0.20,retrieval_precision_0.30,retrieval_precision_0.40,retrieval_precision_0.50,retrieval_precision_0.60,retrieval_precision_0.70,retrieval_precision_0.80,retrieval_precision_0.90,confusion_matrix_cm_B0_B0,confusion_matrix_cm_B0_B1,confusion_matrix_cm_B0_NB,confusion_matrix_cm_B1_B0,confusion_matrix_cm_B1_B1,confusion_matrix_cm_B1_NB,confusion_matrix_cm_NB_B0,confusion_matrix_cm_NB_B1,confusion_matrix_cm_NB_NB,multiclass_accuracy_B0,multiclass_accuracy_B1,multiclass_accuracy_NB,multiclass_f1_score_B0,multiclass_f1_score_B1,multiclass_f1_score_NB,multiclass_precision_B0,multiclass_precision_B1,multiclass_precision_NB,multiclass_recall_B0,multiclass_recall_B1,multiclass_recall_NB
0,114.27764320373535,train,0.9755703716891313,0.39690014448076083,0.5910640753613747,0.287398766884939,0.5910640755313041,0.2573181770494814,0.5910640753613747,0.30946677135812856,0.27261655136325913,0.24871715760116672,0.23705202953959445,0.22757692344413327,0.21946838640568425,0.2147905907347664,0.21091181902001307,0.2119358808738165,0.0,0.0,0.205857416667659,0.0,0.0,0.2030785078271944,0.0,0.0,0.5910640753613747,nan,nan,1.0,0.0,0.0,0.6769034043563245,0.0,0.0,0.5910640753613747,0.0,0.0,1.0
0,3.3483519554138184,valid,0.9632854008674622,0.3950000071525574,0.6002127450704574,0.2879879620205611,0.6002127464488148,0.25783326668664813,0.6002127450704574,0.5370879609510303,0.45422657806426286,0.3916998799704015,0.34812530867755415,0.3109531374461949,0.2782877501565963,0.25740646061487493,0.25506669803522525,0.24503345266915857,0.0,0.0,0.19826694966701325,0.0,0.0,0.20152030494995415,0.0,0.0,0.6002127450704574,nan,nan,1.0,0.0,0.0,0.6856170318834484,0.0,0.0,0.6002127450704574,0.0,0.0,1.0
1,112.57223391532898,train,0.9617156269025494,0.39690014448076083,0.5910640753613747,0.287398766884939,0.5910640755313041,0.2573181770494814,0.5910640753613747,0.4930582466034253,0.449531506938589,0.38716341663441683,0.3592785911697534,0.33337742344321014,0.30851853800325446,0.2826536952484797,0.2589775048776131,0.23482542537353907,0.0,0.0,0.205857416667659,0.0,0.0,0.2030785078271944,0.0,0.0,0.5910640753613747,nan,nan,1.0,0.0,0.0,0.6769034043563245,0.0,0.0,0.5910640753613747,0.0,0.0,1.0
1,3.351693868637085,valid,0.9452496147155762,0.3950000071525574,0.6002127450704574,0.2879879620205611,0.6002127464488148,0.25783326668664813,0.6002127450704574,0.4944773320807144,0.45445154174696656,0.3823547810688615,0.3532247772603296,0.32704895818023944,0.30340885469689965,0.2759621163859265,0.24705520164279732,0.22030877587851136,0.0,0.0,0.19826694966701325,0.0,0.0,0.20152030494995415,0.0,0.0,0.6002127450704574,nan,nan,1.0,0.0,0.0,0.6856170318834484,0.0,0.0,0.6002127450704574,0.0,0.0,1.0
2,112.6667070388794,train,0.9537987918661509,0.39690014448076083,0.5910640753613747,0.287398766884939,0.5910640755313041,0.2573181770494814,0.5910640753613747,0.5317873030063917,0.47319491798021973,0.41980592521036886,0.38420454667688725,0.3534011131662573,0.3243673356586738,0.2987961155082215,0.284977719135216,0.2725034160005138,0.0,0.0,0.205857416667659,0.0,0.0,0.2030785078271944,0.0,0.0,0.5910640753613747,nan,nan,1.0,0.0,0.0,0.6769034043563245,0.0,0.0,0.5910640753613747,0.0,0.0,1.0
2,3.4009523391723633,valid,0.9403686046600341,0.3950000071525574,0.6002127450704574,0.2879879620205611,0.6002127464488148,0.25783326668664813,0.6002127450704574,0.5722277642972767,0.514919615983963,0.45338098423555495,0.40213292486965657,0.36377227349206803,0.3295000946614891,0.3005278273392469,0.28549185818992556,0.2852421592641622,0.0,0.0,0.19826694966701325,0.0,0.0,0.20152030494995415,0.0,0.0,0.6002127450704574,nan,nan,1.0,0.0,0.0,0.6856170318834484,0.0,0.0,0.6002127450704574,0.0,0.0,1.0
3,113.96681785583496,train,0.9454720995052903,0.39690014448076083,0.5910640753613747,0.287398766884939,0.5910640755313041,0.2573181770494814,0.5910640753613747,0.49697698294960746,0.4590427025006547,0.4118368177738914,0.3829507119551421,0.36032660350077367,0.3414630631539297,0.327937480805379,0.3168080595239627,0.3069804505849896,0.0,0.0,0.205857416667659,0.0,0.0,0.2030785078271944,0.0,0.0,0.5910640753613747,nan,nan,1.0,0.0,0.0,0.6769034043563245,0.0,0.0,0.5910640753613747,0.0,0.0,1.0
3,3.390840768814087,valid,0.9275670897960663,0.3950000071525574,0.6002127450704574,0.2879879620205611,0.6002127464488148,0.25783326668664813,0.6002127450704574,0.49284242614638063,0.4532294164551422,0.3819588876143098,0.3521796500473283,0.3262369515874889,0.30246779570356014,0.31005934418644754,0.31146316674537955,0.30384777111466976,0.0,0.0,0.19826694966701325,0.0,0.0,0.20152030494995415,0.0,0.0,0.6002127450704574,nan,nan,1.0,0.0,0.0,0.6856170318834484,0.0,0.0,0.6002127450704574,0.0,0.0,1.0
4,113.42501211166382,train,0.9288779137729546,0.4147516926503869,0.591893600118154,0.2886440161979502,0.5918936002990465,0.2864223735043385,0.591893600118154,0.4880683463354052,0.4518967467254541,0.4200471440429193,0.4017856187337399,0.37923329941869255,0.3557812224847049,0.33759417650529994,0.31919802763646843,0.3047053559253798,0.0054309440736895675,0.0,0.20042647291449697,0.00012875747918798146,0.0,0.20294975030506154,0.00460141938853933,0.0,0.5864626561613251,nan,nan,0.9939392795978117,0.05252980035929784,0.0,0.6759974679771853,0.1321273391541223,0.0,0.5927194162595022,0.06199438660775584,0.0,0.9939392795978117
4,3.596497058868408,valid,0.8981909453868866,0.4760106515884399,0.6084197284281254,0.3144569177925587,0.6084197299182414,0.40300613924860956,0.6084197284281254,0.4916686339629814,0.45267050846945495,0.4104990792952594,0.4235420780070126,0.40413287799805403,0.37963544190861287,0.36109649113379416,0.3450573543924838,0.3290930019598454,0.027556705804890953,0.0,0.17071024501114151,0.0003656271938234568,0.0,0.20115467783994972,0.019349721762700937,0.0,0.5808630220592021,nan,nan,0.9759292167425155,0.24484161034226418,0.0,0.6838870687037706,0.5843101249728352,0.0,0.6097082888800651,0.27659778472036123,0.0,0.9759292167425155
